Province,Island,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Population,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate (%),Case Recovered Rate (%),Growth Factor of New Cases,Growth Factor of New Deaths,Cluster
Papua Barat,Papua,1,0,10,-9,23736,357,23330,49,1140701,1,20808,0,313,2,98,1,1,1
Riau,Sumatera,0,0,7,-7,128940,4118,124500,322,6074100,0,21228,0,678,3,97,0,1,1
Sulawesi Barat,Sulawesi,0,0,0,0,12371,347,12021,3,1559984,0,7930,0,222,3,97,0,1,1
Sulawesi Selatan,Sulawesi,0,0,6,-6,110037,2241,107765,31,9426885,0,11673,0,238,2,98,0,1,1
Sulawesi Tengah,Sulawesi,0,0,2,-2,47274,1606,45648,20,2955567,0,15995,0,543,3,97,0,1,1
Sulawesi Utara,Sulawesi,0,0,0,0,34819,1064,33633,122,2641884,0,13180,0,403,3,97,1,1,1
Sumatera Barat,Sumatera,0,0,0,0,89876,2154,87714,8,5519245,0,16284,0,390,2,98,0,1,1
Sumatera Selatan,Sumatera,1,0,0,1,59992,3082,56900,10,8217551,0,7300,0,375,5,95,1,1,1
Bali,Nusa Tenggara,9,0,2,7,114441,4063,110317,61,4216171,2,27143,0,964,4,96,9,1,1
Banten,Jawa,43,0,10,33,133031,2695,130179,157,10722374,4,12407,0,251,2,98,3,1,1
DKI Jakarta,Jawa,537,0,182,355,868199,13609,852123,2467,10846145,50,80047,0,1255,2,98,1,1,1
Jambi,Sumatera,0,0,0,0,29794,784,29007,3,3493357,0,8529,0,224,3,97,0,1,1
Jawa Barat,Jawa,62,1,18,43,709142,14758,693888,496,45161325,1,15702,0,327,2,98,2,1,1
Jawa Tengah,Jawa,11,0,7,4,487042,30389,455912,741,36364072,0,13393,0,836,6,94,1,0,1
Jawa Timur,Jawa,29,1,11,17,400249,29755,370514,-20,40479023,1,9888,0,735,7,93,4,1,1
Kalimantan Barat,Kalimantan,8,0,2,6,41707,1064,40625,18,5422814,1,7691,0,196,3,97,8,1,1
Kalimantan Tengah,Kalimantan,0,0,1,-1,45674,1435,44210,29,2570289,0,17770,0,558,3,97,0,0,1
Kalimantan Timur,Kalimantan,4,0,2,2,158358,5453,152887,18,3552191,1,44580,0,1535,3,97,1,1,1
Kalimantan Utara,Kalimantan,0,0,12,-12,35963,811,35131,21,648407,0,55464,0,1251,2,98,1,1,1
Kepulauan Bangka Belitung,Sumatera,1,0,1,0,52376,1462,50898,16,1379767,1,37960,0,1060,3,97,1,1,1
Kepulauan Riau,Sumatera,66,0,173,-107,54710,1748,52329,633,1929400,34,28356,0,906,3,96,13,1,1
Lampung,Sumatera,0,1,2,-3,49756,3875,45357,524,9095591,0,5470,0,426,8,91,1,0,1
Maluku Utara,Maluku,1,0,0,1,12109,303,11802,4,1307803,1,9259,0,232,2,97,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,0,0,0,0,27812,818,26931,63,5270247,0,5277,0,155,3,97,1,1,1
Nusa Tenggara Timur,Nusa Tenggara,3,0,4,-1,64315,1350,62882,83,5411321,1,11885,0,249,2,98,0,1,1
Papua,Papua,2,0,0,2,34389,560,33708,121,4340348,0,7923,0,129,2,98,2,1,1
Papua Barat,Papua,2,0,7,-5,23738,357,23337,44,1140701,2,20810,0,313,2,98,2,1,1
Sulawesi Barat,Sulawesi,0,0,0,0,12371,347,12021,3,1559984,0,7930,0,222,3,97,1,1,1
Sulawesi Tenggara,Sulawesi,0,0,1,-1,20173,528,19641,4,2635461,0,7654,0,200,3,97,1,1,1
Sumatera Selatan,Sumatera,4,0,0,4,59996,3082,56900,14,8217551,0,7301,0,375,5,95,4,1,1
Sumatera Utara,Sumatera,5,0,1,4,106144,2896,103226,22,14874889,0,7136,0,195,3,97,2,1,1
Bali,Nusa Tenggara,4,0,2,2,114445,4063,110319,63,4216171,1,27144,0,964,4,96,0,1,1
Banten,Jawa,60,0,3,57,133091,2695,130182,214,10722374,6,12412,0,251,2,98,1,1,1
Bengkulu,Sumatera,0,0,0,0,23106,473,22632,1,1999539,0,11556,0,237,2,98,0,1,1
DKI Jakarta,Jawa,412,0,143,269,868611,13609,852266,2736,10846145,38,80085,0,1255,2,98,1,1,1
Daerah Istimewa Yogyakarta,Jawa,7,0,5,2,157051,5271,151679,101,3631015,2,43253,0,1452,3,97,1,0,1
Jambi,Sumatera,0,0,0,0,29794,784,29007,3,3493357,0,8529,0,224,3,97,1,1,1
Jawa Barat,Jawa,62,1,25,36,709204,14759,693913,532,45161325,1,15704,0,327,2,98,1,1,1
Jawa Tengah,Jawa,21,0,8,13,487063,30389,455920,754,36364072,1,13394,0,836,6,94,2,1,1
Jawa Timur,Jawa,18,2,10,6,400267,29757,370524,-14,40479023,0,9888,0,735,7,93,1,2,1
Kalimantan Barat,Kalimantan,3,0,4,-1,41710,1064,40629,17,5422814,1,7692,0,196,3,97,0,1,1
Kalimantan Selatan,Kalimantan,0,0,0,0,69962,2392,67564,6,4023049,0,17390,0,595,3,97,0,1,1
Kalimantan Tengah,Kalimantan,0,0,1,-1,45674,1435,44211,28,2570289,0,17770,0,558,3,97,1,1,1
Kalimantan Timur,Kalimantan,6,0,0,6,158364,5453,152887,24,3552191,2,44582,0,1535,3,97,2,1,1
Kepulauan Bangka Belitung,Sumatera,3,0,0,3,52379,1462,50898,19,1379767,2,37962,0,1060,3,97,3,1,1
Kepulauan Riau,Sumatera,14,0,101,-87,54724,1748,52430,546,1929400,7,28363,0,906,3,96,0,1,1
Lampung,Sumatera,0,0,0,0,49756,3875,45357,524,9095591,0,5470,0,426,8,91,1,0,1
Maluku Utara,Maluku,1,0,0,1,12110,303,11802,5,1307803,1,9260,0,232,2,97,1,1,1
Nusa Tenggara Timur,Nusa Tenggara,2,0,2,0,64317,1350,62884,83,5411321,0,11886,0,249,2,98,1,1,1
Papua,Papua,2,0,0,2,34391,560,33708,123,4340348,0,7924,0,129,2,98,1,1,1
Papua Barat,Papua,1,0,1,0,23739,357,23338,44,1140701,1,20811,0,313,2,98,0,1,1
Riau,Sumatera,1,0,0,1,128942,4118,124501,323,6074100,0,21228,0,678,3,97,1,1,1
Sulawesi Selatan,Sulawesi,11,0,0,11,110049,2241,107767,41,9426885,1,11674,0,238,2,98,11,1,1
Sumatera Barat,Sumatera,1,0,0,1,89878,2154,87714,10,5519245,0,16284,0,390,2,98,1,1,1
Sumatera Selatan,Sumatera,1,0,2,-1,59997,3082,56902,13,8217551,0,7301,0,375,5,95,0,1,1
Sumatera Utara,Sumatera,2,0,2,0,106146,2896,103228,22,14874889,0,7136,0,195,3,97,0,1,1
Aceh,Sumatera,0,0,0,0,38435,2067,36366,2,5247257,0,7325,0,394,5,95,0,1,1
Bali,Nusa Tenggara,26,0,1,25,114471,4063,110320,88,4216171,6,27150,0,964,4,96,6,1,1
Banten,Jawa,54,0,15,39,133145,2695,130197,253,10722374,5,12417,0,251,2,98,1,1,1
Bengkulu,Sumatera,0,0,0,0,23106,473,22632,1,1999539,0,11556,0,237,2,98,1,1,1
DKI Jakarta,Jawa,478,0,299,179,869089,13609,852565,2915,10846145,44,80129,0,1255,2,98,1,1,1
Jambi,Sumatera,0,0,1,-1,29794,784,29008,2,3493357,0,8529,0,224,3,97,1,1,1
Jawa Barat,Jawa,89,0,11,78,709293,14759,693924,610,45161325,2,15706,0,327,2,98,1,0,1
Jawa Timur,Jawa,22,0,12,10,400289,29757,370536,-4,40479023,1,9889,0,735,7,93,1,0,1
Kalimantan Barat,Kalimantan,6,0,4,2,41716,1064,40633,19,5422814,1,7693,0,196,3,97,2,1,1
Kalimantan Selatan,Kalimantan,0,0,2,-2,69962,2392,67566,4,4023049,0,17390,0,595,3,97,1,1,1
Kalimantan Tengah,Kalimantan,0,0,1,-1,45674,1435,44212,27,2570289,0,17770,0,558,3,97,1,1,1
Kalimantan Utara,Kalimantan,1,0,0,1,35965,811,35133,21,648407,2,55467,0,1251,2,98,1,1,1
Kepulauan Bangka Belitung,Sumatera,1,0,0,1,52380,1462,50898,20,1379767,1,37963,0,1060,3,97,0,1,1
Kepulauan Riau,Sumatera,20,0,1,19,54744,1748,52431,565,1929400,10,28374,0,906,3,96,1,1,1
Lampung,Sumatera,0,0,7,-7,49756,3875,45364,517,9095591,0,5470,0,426,8,91,1,1,1
Maluku Utara,Maluku,0,0,0,0,12110,303,11802,5,1307803,0,9260,0,232,2,97,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,0,0,0,0,27818,818,26931,69,5270247,0,5278,0,155,3,97,0,1,1
Nusa Tenggara Timur,Nusa Tenggara,2,0,10,-8,64319,1350,62894,75,5411321,0,11886,0,249,2,98,1,1,1
Papua,Papua,2,0,0,2,34393,560,33708,125,4340348,0,7924,0,129,2,98,1,1,1
Papua Barat,Papua,11,0,3,8,23750,357,23341,52,1140701,10,20821,0,313,2,98,11,1,1
Riau,Sumatera,2,0,0,2,128944,4118,124501,325,6074100,0,21228,0,678,3,97,2,1,1
Sulawesi Selatan,Sulawesi,17,0,6,11,110066,2241,107773,52,9426885,2,11676,0,238,2,98,2,1,1
Sulawesi Tenggara,Sulawesi,0,0,0,0,20174,529,19642,3,2635461,0,7655,0,201,3,97,0,0,1
Sulawesi Utara,Sulawesi,5,0,2,3,34831,1065,33637,129,2641884,2,13184,0,403,3,97,2,0,1
Sumatera Barat,Sumatera,3,0,0,3,89881,2154,87714,13,5519245,1,16285,0,390,2,98,3,1,1
Sumatera Selatan,Sumatera,2,0,0,2,59999,3082,56902,15,8217551,0,7301,0,375,5,95,2,1,1
Sumatera Utara,Sumatera,5,0,0,5,106151,2896,103228,27,14874889,0,7136,0,195,3,97,2,1,1
Bali,Nusa Tenggara,8,0,3,5,114479,4063,110323,93,4216171,2,27152,0,964,4,96,0,1,1
Daerah Istimewa Yogyakarta,Jawa,3,0,3,0,157062,5272,151687,103,3631015,1,43256,0,1452,3,97,0,0,1
Jambi,Sumatera,0,0,0,0,29794,784,29008,2,3493357,0,8529,0,224,3,97,1,1,1
Jawa Tengah,Jawa,10,1,5,4,487092,30392,455933,767,36364072,0,13395,0,836,6,94,1,0,1
Kalimantan Barat,Kalimantan,1,0,6,-5,41717,1064,40639,14,5422814,0,7693,0,196,3,97,0,1,1
Kalimantan Selatan,Kalimantan,0,0,0,0,69962,2392,67566,4,4023049,0,17390,0,595,3,97,1,1,1
Kalimantan Timur,Kalimantan,7,2,3,2,158384,5456,152892,36,3552191,2,44588,1,1536,3,97,1,2,1
Kalimantan Utara,Kalimantan,1,0,1,0,35966,811,35134,21,648407,2,55468,0,1251,2,98,1,1,1
Kepulauan Bangka Belitung,Sumatera,0,0,12,-12,52380,1462,50910,8,1379767,0,37963,0,1060,3,97,0,1,1
Kepulauan Riau,Sumatera,8,0,104,-96,54752,1748,52535,469,1929400,4,28378,0,906,3,96,0,1,1
Maluku Utara,Maluku,0,0,0,0,12110,303,11802,5,1307803,0,9260,0,232,2,97,1,1,1
Papua,Papua,1,0,0,1,34394,560,33708,126,4340348,0,7924,0,129,2,98,0,1,1
Papua Barat,Papua,3,0,6,-3,23753,357,23347,49,1140701,3,20823,0,313,2,98,0,1,1
Riau,Sumatera,1,0,1,0,128945,4118,124502,325,6074100,0,21229,0,678,3,97,0,1,1
Sulawesi Selatan,Sulawesi,3,0,4,-1,110069,2241,107777,51,9426885,0,11676,0,238,2,98,0,1,1
Sulawesi Tengah,Sulawesi,3,0,1,2,47284,1608,45654,22,2955567,1,15998,0,544,3,97,0,0,1
Sulawesi Tenggara,Sulawesi,0,0,0,0,20174,529,19642,3,2635461,0,7655,0,201,3,97,1,1,1
Sulawesi Utara,Sulawesi,6,0,1,5,34837,1065,33638,134,2641884,2,13186,0,403,3,97,1,1,1
Sumatera Barat,Sumatera,0,0,0,0,89881,2154,87714,13,5519245,0,16285,0,390,2,98,0,1,1
Sumatera Selatan,Sumatera,0,0,0,0,59999,3082,56902,15,8217551,0,7301,0,375,5,95,0,1,1
Sumatera Utara,Sumatera,5,0,4,1,106156,2896,103232,28,14874889,0,7137,0,195,3,97,1,1,1
Aceh,Sumatera,0,0,0,0,38436,2067,36366,3,5247257,0,7325,0,394,5,95,0,1,1
Banten,Jawa,107,0,12,95,133341,2697,130214,430,10722374,10,12436,0,252,2,98,1,0,1
DKI Jakarta,Jawa,720,0,278,442,870363,13610,853007,3746,10846145,66,80246,0,1255,2,98,1,0,1
Daerah Istimewa Yogyakarta,Jawa,5,0,4,1,157067,5272,151691,104,3631015,1,43257,0,1452,3,97,2,1,1
Jawa Barat,Jawa,119,0,17,102,709515,14761,693951,803,45161325,3,15711,0,327,2,98,1,0,1
Jawa Tengah,Jawa,5,0,5,0,487097,30392,455938,767,36364072,0,13395,0,836,6,94,0,0,1
Jawa Timur,Jawa,23,0,19,4,400333,29758,370573,2,40479023,1,9890,0,735,7,93,1,0,1
Kalimantan Barat,Kalimantan,8,0,3,5,41725,1064,40642,19,5422814,1,7694,0,196,3,97,8,1,1
Kalimantan Tengah,Kalimantan,1,0,1,0,45677,1435,44216,26,2570289,0,17771,0,558,3,97,0,1,1
Kalimantan Timur,Kalimantan,9,0,1,8,158393,5456,152893,44,3552191,3,44590,0,1536,3,97,1,0,1
Kalimantan Utara,Kalimantan,5,0,0,5,35971,811,35134,26,648407,8,55476,0,1251,2,98,5,1,1
Kepulauan Riau,Sumatera,6,0,100,-94,54758,1748,52635,375,1929400,3,28381,0,906,3,96,1,1,1
Lampung,Sumatera,2,0,0,2,49765,3875,45364,526,9095591,0,5471,0,426,8,91,0,1,1
Maluku,Maluku,2,0,0,2,14599,266,14330,3,1847097,1,7904,0,144,2,98,2,1,1
Nusa Tenggara Barat,Nusa Tenggara,1,0,0,1,27822,818,26931,73,5270247,0,5279,0,155,3,97,0,1,1
Nusa Tenggara Timur,Nusa Tenggara,8,1,13,-6,64336,1352,62907,77,5411321,1,11889,0,250,2,98,1,1,1
Papua,Papua,3,0,0,3,34397,560,33708,129,4340348,1,7925,0,129,2,98,3,1,1
Papua Barat,Papua,1,0,4,-3,23754,357,23351,46,1140701,1,20824,0,313,2,98,0,1,1
Riau,Sumatera,0,0,2,-2,128945,4118,124504,323,6074100,0,21229,0,678,3,97,0,1,1
Sulawesi Tengah,Sulawesi,3,0,0,3,47287,1608,45654,25,2955567,1,15999,0,544,3,97,1,1,1
Sulawesi Utara,Sulawesi,0,0,0,0,34837,1065,33638,134,2641884,0,13186,0,403,3,97,0,1,1
Sumatera Barat,Sumatera,0,0,0,0,89881,2154,87714,13,5519245,0,16285,0,390,2,98,1,1,1
Sumatera Utara,Sumatera,1,0,2,-1,106157,2896,103234,27,14874889,0,7137,0,195,3,97,0,1,1
Aceh,Sumatera,0,0,1,-1,38436,2067,36367,2,5247257,0,7325,0,394,5,95,1,1,1
Bali,Nusa Tenggara,14,0,0,14,114500,4065,110326,109,4216171,3,27157,0,964,4,96,2,0,1
Banten,Jawa,77,0,7,70,133418,2697,130221,500,10722374,7,12443,0,252,2,98,1,1,1
DKI Jakarta,Jawa,566,0,618,-52,870929,13610,853625,3694,10846145,52,80298,0,1255,2,98,1,1,1
Daerah Istimewa Yogyakarta,Jawa,9,0,4,5,157076,5272,151695,109,3631015,2,43260,0,1452,3,97,2,1,1
Gorontalo,Sulawesi,1,0,0,1,11853,461,11388,4,1180651,1,10039,0,390,4,96,0,1,1
Jambi,Sumatera,0,0,0,0,29795,784,29008,3,3493357,0,8529,0,224,3,97,0,1,1
Jawa Barat,Jawa,87,0,26,61,709602,14761,693977,864,45161325,2,15713,0,327,2,98,1,1,1
Kalimantan Barat,Kalimantan,10,0,4,6,41735,1064,40646,25,5422814,2,7696,0,196,3,97,1,1,1
Kalimantan Selatan,Kalimantan,0,0,2,-2,69963,2392,67569,2,4023049,0,17391,0,595,3,97,0,1,1
Kalimantan Tengah,Kalimantan,1,0,2,-1,45678,1435,44218,25,2570289,0,17772,0,558,3,97,1,1,1
Kalimantan Timur,Kalimantan,4,0,1,3,158397,5456,152894,47,3552191,1,44591,0,1536,3,97,0,1,1
Kalimantan Utara,Kalimantan,0,0,0,0,35971,811,35134,26,648407,0,55476,0,1251,2,98,0,1,1
Kepulauan Bangka Belitung,Sumatera,2,0,0,2,52384,1462,50910,12,1379767,1,37966,0,1060,3,97,1,1,1
Kepulauan Riau,Sumatera,5,0,0,5,54763,1748,52635,380,1929400,3,28383,0,906,3,96,1,1,1
Lampung,Sumatera,1,0,1,0,49766,3875,45365,526,9095591,0,5471,0,426,8,91,0,1,1
Maluku,Maluku,0,0,0,0,14599,266,14330,3,1847097,0,7904,0,144,2,98,0,1,1
Maluku Utara,Maluku,2,0,0,2,12114,303,11802,9,1307803,2,9263,0,232,2,97,1,1,1
Nusa Tenggara Barat,Nusa Tenggara,2,0,0,2,27824,818,26931,75,5270247,0,5279,0,155,3,97,2,1,1
Nusa Tenggara Timur,Nusa Tenggara,16,0,3,13,64352,1352,62910,90,5411321,3,11892,0,250,2,98,2,0,1
Papua,Papua,3,0,7,-4,34400,560,33715,125,4340348,1,7926,0,129,2,98,1,1,1
Papua Barat,Papua,1,0,3,-2,23755,357,23354,44,1140701,1,20825,0,313,2,98,1,1,1
Riau,Sumatera,0,0,0,0,128945,4118,124504,323,6074100,0,21229,0,678,3,97,1,1,1
Sulawesi Selatan,Sulawesi,6,0,4,2,110085,2242,107784,59,9426885,1,11678,0,238,2,98,1,0,1
Sulawesi Tengah,Sulawesi,0,0,3,-3,47287,1608,45657,22,2955567,0,15999,0,544,3,97,0,1,1
Sumatera Selatan,Sumatera,1,0,0,1,60001,3082,56903,16,8217551,0,7302,0,375,5,95,1,1,1
Sumatera Utara,Sumatera,1,0,0,1,106158,2896,103234,28,14874889,0,7137,0,195,3,97,1,1,1
Aceh,Sumatera,0,0,0,0,38436,2067,36367,2,5247257,0,7325,0,394,5,95,1,1,1
Bali,Nusa Tenggara,14,0,12,2,114514,4065,110338,111,4216171,3,27161,0,964,4,96,1,1,1
Banten,Jawa,89,0,16,73,133507,2697,130237,573,10722374,8,12451,0,252,2,98,1,1,1
DKI Jakarta,Jawa,493,0,365,128,871422,13610,853990,3822,10846145,45,80344,0,1255,2,98,1,1,1
Daerah Istimewa Yogyakarta,Jawa,9,0,3,6,157085,5272,151698,115,3631015,2,43262,0,1452,3,97,1,1,1
Gorontalo,Sulawesi,0,0,0,0,11853,461,11388,4,1180651,0,10039,0,390,4,96,0,1,1
Jambi,Sumatera,0,0,0,0,29795,784,29008,3,3493357,0,8529,0,224,3,97,1,1,1
Jawa Barat,Jawa,89,0,17,72,709691,14761,693994,936,45161325,2,15715,0,327,2,98,1,1,1
Jawa Tengah,Jawa,5,1,7,-3,487118,30394,455951,773,36364072,0,13396,0,836,6,94,0,1,1
Jawa Timur,Jawa,14,0,20,-6,400373,29759,370608,6,40479023,0,9891,0,735,7,93,1,0,1
Kalimantan Barat,Kalimantan,1,0,4,-3,41736,1064,40650,22,5422814,0,7696,0,196,3,97,0,1,1
Kalimantan Selatan,Kalimantan,0,0,0,0,69963,2392,67569,2,4023049,0,17391,0,595,3,97,1,1,1
Kalimantan Tengah,Kalimantan,1,0,1,0,45679,1435,44219,25,2570289,0,17772,0,558,3,97,1,1,1
Kalimantan Timur,Kalimantan,4,0,2,2,158401,5456,152896,49,3552191,1,44592,0,1536,3,97,1,1,1
Kalimantan Utara,Kalimantan,0,0,5,-5,35971,811,35139,21,648407,0,55476,0,1251,2,98,1,1,1
Kepulauan Bangka Belitung,Sumatera,0,0,1,-1,52384,1462,50911,11,1379767,0,37966,0,1060,3,97,0,1,1
Kepulauan Riau,Sumatera,22,0,100,-78,54785,1748,52735,302,1929400,11,28395,0,906,3,96,4,1,1
Lampung,Sumatera,0,0,0,0,49766,3875,45365,526,9095591,0,5471,0,426,8,91,0,1,1
Maluku,Maluku,0,0,0,0,14599,266,14330,3,1847097,0,7904,0,144,2,98,1,1,1
Maluku Utara,Maluku,1,0,0,1,12115,303,11802,10,1307803,1,9264,0,232,2,97,0,1,1
Nusa Tenggara Timur,Nusa Tenggara,7,0,4,3,64359,1352,62914,93,5411321,1,11893,0,250,2,98,0,1,1
Papua,Papua,5,0,0,5,34405,560,33715,130,4340348,1,7927,0,129,2,98,2,1,1
Papua Barat,Papua,0,0,27,-27,23755,357,23381,17,1140701,0,20825,0,313,2,98,0,1,1
Sulawesi Selatan,Sulawesi,0,0,0,0,110085,2242,107784,59,9426885,0,11678,0,238,2,98,0,1,1
Sumatera Selatan,Sumatera,0,0,0,0,60001,3082,56903,16,8217551,0,7302,0,375,5,95,0,1,1
Sumatera Utara,Sumatera,4,0,5,-1,106162,2896,103239,27,14874889,0,7137,0,195,3,97,4,1,1
Bali,Nusa Tenggara,23,0,2,21,114537,4065,110340,132,4216171,5,27166,0,964,4,96,2,1,1
DKI Jakarta,Jawa,670,0,317,353,872092,13610,854307,4175,10846145,62,80406,0,1255,2,98,1,1,1
Daerah Istimewa Yogyakarta,Jawa,3,0,4,-1,157088,5272,151702,114,3631015,1,43263,0,1452,3,97,0,1,1
Gorontalo,Sulawesi,0,0,0,0,11853,461,11388,4,1180651,0,10039,0,390,4,96,1,1,1
Jawa Tengah,Jawa,17,1,33,-17,487135,30395,455984,756,36364072,0,13396,0,836,6,94,3,1,1
Kalimantan Barat,Kalimantan,14,0,8,6,41750,1064,40658,28,5422814,3,7699,0,196,3,97,14,1,1
Kalimantan Tengah,Kalimantan,1,0,3,-2,45680,1435,44222,23,2570289,0,17772,0,558,3,97,1,1,1
Kalimantan Timur,Kalimantan,14,0,11,3,158415,5456,152907,52,3552191,4,44596,0,1536,3,97,4,1,1
Kepulauan Riau,Sumatera,8,0,100,-92,54793,1748,52835,210,1929400,4,28399,0,906,3,96,0,1,1
Maluku Utara,Maluku,1,0,0,1,12116,303,11802,11,1307803,1,9264,0,232,2,97,1,1,1
Nusa Tenggara Barat,Nusa Tenggara,6,0,1,5,27838,819,26932,87,5270247,1,5282,0,155,3,97,1,0,1
Nusa Tenggara Timur,Nusa Tenggara,8,0,3,5,64367,1352,62917,98,5411321,1,11895,0,250,2,98,1,1,1
Papua,Papua,5,0,0,5,34410,560,33715,135,4340348,1,7928,0,129,2,98,1,1,1
Riau,Sumatera,0,0,1,-1,128946,4118,124505,323,6074100,0,21229,0,678,3,97,0,1,1
Sulawesi Tengah,Sulawesi,8,0,0,8,47297,1609,45665,23,2955567,3,16003,0,544,3,97,4,0,1
Sulawesi Utara,Sulawesi,2,0,0,2,34844,1066,33641,137,2641884,1,13189,0,404,3,97,1,0,1
Bali,Nusa Tenggara,21,0,1,20,114558,4065,110341,152,4216171,5,27171,0,964,4,96,1,1,1
Banten,Jawa,207,1,20,186,133917,2702,130274,941,10722374,19,12489,0,252,2,97,1,0,1
DKI Jakarta,Jawa,1012,0,390,622,873104,13610,854697,4797,10846145,93,80499,0,1255,2,98,2,1,1
Daerah Istimewa Yogyakarta,Jawa,9,0,3,6,157097,5272,151705,120,3631015,2,43265,0,1452,3,97,3,1,1
Jambi,Sumatera,0,0,1,-1,29796,784,29009,3,3493357,0,8529,0,224,3,97,0,1,1
Jawa Barat,Jawa,324,2,25,297,710307,14764,694054,1489,45161325,7,15728,0,327,2,98,1,2,1
Jawa Tengah,Jawa,29,1,19,9,487164,30396,456003,765,36364072,1,13397,0,836,6,94,2,1,1
Jawa Timur,Jawa,50,2,21,27,400467,29762,370649,56,40479023,1,9893,0,735,7,93,1,2,1
Kalimantan Barat,Kalimantan,1,0,5,-4,41751,1064,40663,24,5422814,0,7699,0,196,3,97,0,1,1
Kalimantan Selatan,Kalimantan,3,0,1,2,69967,2392,67570,5,4023049,1,17392,0,595,3,97,3,1,1
Kalimantan Tengah,Kalimantan,0,0,0,0,45680,1435,44222,23,2570289,0,17772,0,558,3,97,0,1,1
Kalimantan Timur,Kalimantan,19,0,0,19,158434,5456,152907,71,3552191,5,44602,0,1536,3,97,1,1,1
Kalimantan Utara,Kalimantan,3,0,4,-1,35985,811,35143,31,648407,5,55498,0,1251,2,98,0,1,1
Kepulauan Bangka Belitung,Sumatera,8,0,1,7,52393,1462,50913,18,1379767,6,37972,0,1060,3,97,8,1,1
Kepulauan Riau,Sumatera,16,0,1,15,54809,1748,52836,225,1929400,8,28407,0,906,3,96,2,1,1
Lampung,Sumatera,3,0,0,3,49770,3875,45365,530,9095591,0,5472,0,426,8,91,3,1,1
Maluku Utara,Maluku,0,0,2,-2,12116,303,11804,9,1307803,0,9264,0,232,2,97,0,1,1
Nusa Tenggara Timur,Nusa Tenggara,6,0,2,4,64373,1352,62919,102,5411321,1,11896,0,250,2,98,1,1,1
Papua,Papua,6,0,0,6,34416,560,33715,141,4340348,1,7929,0,129,2,98,1,1,1
Papua Barat,Papua,1,0,1,0,23757,357,23384,16,1140701,1,20827,0,313,2,98,1,1,1
Riau,Sumatera,0,0,0,0,128946,4118,124505,323,6074100,0,21229,0,678,3,97,1,1,1
Sulawesi Selatan,Sulawesi,8,0,1,7,110098,2242,107788,68,9426885,1,11679,0,238,2,98,2,1,1
Sulawesi Tenggara,Sulawesi,0,0,1,-1,20174,529,19643,2,2635461,0,7655,0,201,3,97,1,1,1
Sulawesi Utara,Sulawesi,5,0,1,4,34849,1066,33642,141,2641884,2,13191,0,404,3,97,2,1,1
Sumatera Barat,Sumatera,2,0,1,1,89887,2155,87718,14,5519245,0,16286,0,390,2,98,1,1,1
Sumatera Selatan,Sumatera,1,0,0,1,60009,3082,56903,24,8217551,0,7303,0,375,5,95,0,1,1
Sumatera Utara,Sumatera,8,0,1,7,106179,2898,103242,39,14874889,1,7138,0,195,3,97,1,0,1
Aceh,Sumatera,0,0,1,-1,38436,2067,36368,1,5247257,0,7325,0,394,5,95,1,1,1
Bali,Nusa Tenggara,43,0,7,36,114601,4065,110348,188,4216171,10,27181,0,964,4,96,2,1,1
Banten,Jawa,276,0,35,241,134193,2702,130309,1182,10722374,26,12515,0,252,2,97,1,0,1
DKI Jakarta,Jawa,1155,0,436,719,874259,13610,855133,5516,10846145,106,80606,0,1255,2,98,1,1,1
Daerah Istimewa Yogyakarta,Jawa,5,0,6,-1,157102,5272,151711,119,3631015,1,43267,0,1452,3,97,1,1,1
Jawa Barat,Jawa,401,1,24,376,710708,14765,694078,1865,45161325,9,15737,0,327,2,98,1,0,1
Jawa Tengah,Jawa,31,3,12,16,487195,30399,456015,781,36364072,1,13398,0,836,6,94,1,3,1
Jawa Timur,Jawa,89,3,26,60,400556,29765,370675,116,40479023,2,9895,0,735,7,93,2,2,1
Kalimantan Barat,Kalimantan,7,0,6,1,41758,1064,40669,25,5422814,1,7700,0,196,3,97,7,1,1
Kalimantan Selatan,Kalimantan,7,0,0,7,69974,2392,67570,12,4023049,2,17393,0,595,3,97,2,1,1
Kalimantan Tengah,Kalimantan,0,0,1,-1,45680,1435,44223,22,2570289,0,17772,0,558,3,97,1,1,1
Kalimantan Timur,Kalimantan,20,0,0,20,158454,5456,152907,91,3552191,6,44607,0,1536,3,96,1,1,1
Kalimantan Utara,Kalimantan,0,0,0,0,35985,811,35143,31,648407,0,55498,0,1251,2,98,0,1,1
Kepulauan Bangka Belitung,Sumatera,5,0,1,4,52398,1462,50914,22,1379767,4,37976,0,1060,3,97,1,1,1
Kepulauan Riau,Sumatera,3,0,0,3,54812,1748,52836,228,1929400,2,28409,0,906,3,96,0,1,1
Lampung,Sumatera,1,0,1,0,49771,3875,45366,530,9095591,0,5472,0,426,8,91,0,1,1
Maluku,Maluku,0,0,0,0,14603,267,14330,6,1847097,0,7906,0,145,2,98,1,0,1
Maluku Utara,Maluku,0,0,0,0,12116,303,11804,9,1307803,0,9264,0,232,2,97,1,1,1
